2026-07-22 18:04:39,900 [INFO] Starting monitor agent with CPU threshold 85.0%, Disk threshold 90.0%, interval 5.0s, dry_run=True
2026-07-22 18:04:39,900 [INFO] mode : DRY RUN (logging only)
2026-07-22 18:15:23,888 [INFO] CPU usage: 18.40%, Disk usage: 49.60%
2026-07-22 18:15:30,525 [INFO] CPU usage: 96.00%, Disk usage: 49.60%
2026-07-22 18:15:42,140 [WARNING] CPU usage 96.00% exceeds threshold 85.0%. Attempting to kill process msedge.exe (PID 4092) using 188.20% CPU.
2026-07-22 18:15:42,159 [INFO] [DRY RUN] would kill process: msedge.exe (PID 4092)
2026-07-22 18:15:48,284 [INFO] CPU usage: 96.80%, Disk usage: 49.60%
2026-07-22 18:15:48,285 [INFO] CPU usage 96.80% exceeds threshold 85.0%, but in cooldown period. Skipping kill.
2026-07-22 18:15:54,485 [INFO] CPU usage: 100.00%, Disk usage: 49.60%
2026-07-22 18:15:54,486 [INFO] CPU usage 100.00% exceeds threshold 85.0%, but in cooldown period. Skipping kill.
2026-07-22 18:16:00,497 [INFO] CPU usage: 91.20%, Disk usage: 49.60%
2026-07-22 18:16:00,498 [INFO] CPU usage 91.20% exceeds threshold 85.0%, but in cooldown period. Skipping kill.
2026-07-22 18:16:06,508 [INFO] CPU usage: 90.70%, Disk usage: 49.60%
